Product_ID,Product_Name,Product_Category,Price,Image_URL,Details,Ingredients,Nutrition_Code,Zip_Code,Store,Category
79174531,Wegmans Food You Feel Good About Strawberry and Kiwi, Fresh Cut Fruit,$9.35 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3aa97531-1908-48e7-8084-4b1c10d2963f.jpeg",Washed and ready to eat.,NA,NA,02452,Wegmans,Produce
79201836,"Wegmans Large Traditional Fruit Bowl, FAMILY PACK", Fresh Cut Fruit,$19.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_562f02d4-9291-426d-ae29-e3a2f4053daa.jpeg",Washed and Ready To Eat,NA,NA,02452,Wegmans,Produce
79225468,"Wegmans Berry Bowl, FAMILY PACK", Fresh Cut Fruit,$10.39 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3da3d7da-e035-451a-bb16-bafc995a5388.jpeg",Washed and Ready To Eat.,NA,NA,02452,Wegmans,Produce
79263955,Wegmans Mango with Berries, Fresh Cut Fruit,$10.39 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_16f3a565-05ea-4d64-8c3e-574906d30c89.jpeg",NA,NA,NA,02452,Wegmans,Produce
79115578,Wegmans Food You Feel Good About Strawberry Sliced with Blueberry, Fresh Cut Fruit,$8.62 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_69f2a98f-8fab-4d73-b311-48a81371a676.jpeg",Washed and ready to eat.,NA,NA,02452,Wegmans,Produce
83277698,"Wegmans Fresh Cut Fruit Watermelon Chunks, FAMILY PACK", Fresh Cut Fruit,$9.19 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c514508d-4c67-4dc5-8910-c989e6b92ac2.jpeg",NA,NA,NA,02452,Wegmans,Produce
78965262,"Wegmans Food You Feel Good About Cantaloupe Spears, FAMILY PACK", Fresh Cut Fruit,$9.19 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4446a68f-82e5-4e39-ba5b-a9ffde0dcf81.jpeg",Product of Costa Rica.,NA,NA,02452,Wegmans,Produce
78965739,"Wegmans Tropical Fruit Bowl, FAMILY PACK", Fresh Cut Fruit,$19.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_394a28bd-b379-44a6-910b-0c8bfad71474.jpeg",NA,NA,NA,02452,Wegmans,Produce
79024027,"Wegmans Food You Feel Good About Pineapple Rings, DM Gold", Fresh Cut Fruit,$3.49 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_183318e7-b955-4aac-a0ec-0bbf7ecc03ff.jpeg","Remember, your satisfaction is always guaranteed with Wegmans brand products - Danny Wegman. Country of Origin: Costa Rica.",Pineapple.,"{'Calories': ' 90', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 0mg', 'Total Carbohydrate': ' 23g', 'Protein': ' 0g'}",02452,Wegmans,Produce
79016058,Wegmans Orange Juice, Fresh Cut Fruit,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f82e291e-55ed-4061-bffa-88e7e8885108.jpeg","Small Batches.  Big Flavor!Never Heated!  We only offer products we love - and we hope you'll love them too. If not, we'll give you your money back - The Wegmans Family.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.",NA,NA,02452,Wegmans,Produce
78957465,Wegmans Food You Feel Good About Honeydew Chunks, Fresh Cut Fruit,$5.47 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_21829a21-7d3b-47bd-a882-b260de8b1f3f.jpeg",NA,NA,NA,02452,Wegmans,Produce
79023995,Wegmans Food You Feel Good About Cored Pineapple, Fresh Cut Fruit,$6.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ede6359e-4224-45f1-b0ff-3d4e4fb3a4fe.jpeg",Product of Costa Rica,Pineapple.,"{'Calories': ' 90', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 0mg', 'Total Carbohydrate': ' 23g', 'Protein': ' 0g'}",02452,Wegmans,Produce
79022110,Wegmans Food You Feel Good About Mini Watermelon Hearts, Fresh Cut Fruit,$8.09 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_19e33e3d-89fa-41b9-b15d-8d195f47bfdc.jpeg",Strive for 5 fruits & vegetables a day.,Watermelon.,"{'Calories': ' 40', 'Total Fat': ' 0g', 'Sodium': ' 0mg', 'Total Carbohydrate': ' 11g', 'Protein': ' 1g'}",02452,Wegmans,Produce
261952008,Wegmans Organic Lemon Ginger Cayenne Juice, Fresh Cut Fruit,$6.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_aaeb4382-012b-49ff-bae1-a0b6249db3ec.jpeg",Small Batches-Big Flavor.19% Juice Cold Pressed. Never Heated! Certified Organic by CCOF.,NA,NA,02452,Wegmans,Produce
83014023,Wegmans Food You Feel Good About Fruit Salad With Kiwi, Fresh Cut Fruit,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a517279b-6b3b-4fc4-8900-d49c165f2269.jpeg",Strive for 5 Fruits and Vegetables a Day.,NA,NA,02452,Wegmans,Produce
79205477,"Wegmans Food You Feel Good About Fresh Cut Veggies Guacomole, Small", Fresh Cut Vegetables,$8.69 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_47f943fa-4d64-43a9-a9a5-1ce3c2a868c0.jpeg",Keep Refrigerated,NA,NA,02452,Wegmans,Produce
78984836,Wegmans Organic Cleaned & Cut Butternut Squash, Fresh Cut Vegetables,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_fbea7ea7-ee4a-432c-acad-8700bb24425c.jpeg","USDA Organic. Washed and Ready To Cook.  While many factors affect heart disease, diets low in saturated fat and cholesterol may reduce the risk of this disease.  Make foods like this part of your plan for heart healthful eating.  The green Organic leaf on the label is our promise that this delicious Food You Feel Good About item has been produced in compliance with USDA Organic standards and that it contains no artificial colors, flavors or preservatives.",Organic Butternut Squash.,"{'Calories': ' 40', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 0mg', 'Total Carbohydrate': ' 10g', 'Protein': ' 1g'}",02452,Wegmans,Produce
78969954,Wegmans Food You Feel Good About Chopped Onions, Fresh Cut Vegetables,$2.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2b5f556c-db5c-4701-80cc-785f14bc6335.jpeg","Processed in Canada. Product of USA.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.",Onions.,"{'Calories': ' 30', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 10mg', 'Total Carbohydrate': ' 7g', 'Protein': ' 1g'}",02452,Wegmans,Produce
78971765,Wegmans Food You Feel Good About Sliced Shiitake Mushrooms, Fresh Cut Vegetables,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_39ad5660-d308-467a-a8b2-93cf66d0e329.jpeg","Product of USA.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.",Shiitake Mushrooms,"{'Calories': ' 30', 'Total Fat': ' 0g', 'Sodium': ' 5mg', 'Total Carbohydrate': ' 5g', 'Protein': ' 2g'}",02452,Wegmans,Produce
79006134,Wegmans Food You Feel Good About Cleaned and Cut Yams (Sweet Potatoes), Fresh Cut Vegetables,$3.49 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e007fb8d-e560-42d7-919e-fd2630a297a8.jpeg","Heart Healthy. No preservatives. Strive for 5 Fruits & Vegetables a Day (1 bag = about 3 cups vegetables). Let's Get Cooking: Since we've already pre-washed and pre-cut, dinner is closer than you think! As always, you can trust our Food You Feel Good About banner to bring you nature's best with nothing added. While many factors affect heart disease, diets low in saturated fat and cholesterol may reduce the risk of this disease. Make foods like yams part of your plan for heart healthful eating. Remember, your satisfaction is always guaranteed with Wegmans brand products. - The Wegmans Family. Product of USA. Processed in Canada.   Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.","Yams (sweet Potatoes), Sodium Ascorbate, Ascorbic Acid, Citric Acid.","{'Calories': ' 70', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 25mg', 'Total Carbohydrate': ' 17g', 'Protein': ' 2g'}",02452,Wegmans,Produce
78967531,Wegmans Pico de Gallo Fresh Salsa, Fresh Cut Vegetables,$8.69 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7d99f613-49d3-432c-92b6-bb5fd5e26b46.jpeg",NA,NA,NA,02452,Wegmans,Produce
78959082,Wegmans Food You Feel Good About Diced Mirepoix, Fresh Cut Vegetables,$2.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_cedc304d-e41b-4532-ac13-a46057cc4e8d.jpeg","Processed in Canada.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.","Carrots, Celery, Onions.","{'Calories': ' 10', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 10mg', 'Total Carbohydrate': ' 2g', 'Protein': ' 0g'}",02452,Wegmans,Produce
78974077,Wegmans Food You Feel Good About Diced Celery, Fresh Cut Vegetables,$2.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_61f124bf-71a6-40d6-8a43-3ed012189a10.jpeg","Cleaned and cut. Processed in Canada. Product of USA.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.",Celery.,"{'Calories': ' 15', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 110mg', 'Total Carbohydrate': ' 3g', 'Protein': ' 1g'}",02452,Wegmans,Produce
79006300,Wegmans Food You Feel Good About Diced Green Peppers & Onions, Fresh Cut Vegetables,$2.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_63ce31c4-ac4c-4b90-afc4-561668d8f00f.jpeg","Processed in Canada. Product of USA.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.","Green Bell Peppers, Onions.","{'Calories': ' 25', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 5mg', 'Total Carbohydrate': ' 5g', 'Protein': ' 1g'}",02452,Wegmans,Produce
78962166,Wegmans Food You Feel Good About Large Cut Mirepoix, Fresh Cut Vegetables,$4.09 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9e11a21d-82b5-4af3-9255-79fcbb731b6d.jpeg","Processed in Canada.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.","Carrot, Celery, Onion.","{'Calories': ' 30', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 30mg', 'Total Carbohydrate': ' 6g', 'Protein': ' 0g'}",02452,Wegmans,Produce
78990029,Wegmans Food You Feel Good About Diced Celery & Onions, Fresh Cut Vegetables,$2.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_82ca6460-ebd0-48e6-bc75-8a86555f3325.jpeg","Processed in Canada. Product of USA.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.","Celery, Onions.","{'Calories': ' 20', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 20mg', 'Total Carbohydrate': ' 3g', 'Protein': ' 1g'}",02452,Wegmans,Produce
152261162,Wegmans Fresh Cut Veggies Portabella Mushroom Cutlets, Fresh Cut Vegetables,$9.19 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_814b3c98-0a6e-43dc-ab26-8e5d8c61eebd.jpeg",breaded portabella mushroom caps with spices & cheese,NA,NA,02452,Wegmans,Produce
79005600,Wegmans Food You Feel Good About Diced Green Peppers, Fresh Cut Vegetables,$2.89 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_1f2c1e13-62d0-439e-8a8e-e5bd6d41e3f8.jpeg","Processed in Canada. Product of USA.  Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.",Green Bell Peppers.,"{'Calories': ' 15', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 0mg', 'Total Carbohydrate': ' 3g', 'Protein': ' 1g'}",02452,Wegmans,Produce
696580118,Wegmans Petite Diced Tomatoes Steam Peeled, Fresh Cut Vegetables,$0.99 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_76aa6dce-c276-4452-ae7f-2e1a1f86d4e6.jpeg","No Artificial Colors, Flavors or Preservatives. Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors or preservatives.Can lining made without added BPA.","Tomatoes, Tomato Juice, Sea Salt, Calcium Chloride, Citric Acid.","{'Calories': ' 25', 'Total Fat': ' 0g', 'Cholesterol': ' 0mg', 'Sodium': ' 180mg', 'Total Carbohydrate': ' 5g', 'Protein': ' 1g'}",02452,Wegmans,Produce
83013875,Banana, Fresh Fruits,$0.25 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e829f0a9-0ce0-49f8-a4e8-4dc9bbbebb7f.jpeg",NA,Green Bananas.,NA,02452,Wegmans,Produce
103202297,Hass Avocado, Fresh Fruits,$1.79 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7e6cc054-422b-4670-a82b-689a27ac388c.jpeg","Selection:  Squeeze gently; should feel pliable, not firm.    Storage:  Ripen hard avocados at room temperature, then refrigerate up to one week.  To speed ripening, place in a paper bag with a few bananas; seal tightly.",NA,NA,02452,Wegmans,Produce
169853881,Wegmans Food You Feel Good About Clementines, Fresh Fruits,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3df91c8a-4cf3-46a5-a225-9a1726acaa31.jpeg","Great for Kids! Naturally Sweet and Easy to Peel. USDA recommends washing produce before eating. Treated to maintain freshness with food grade natural resins and/or vegetable wax. Our Food You Feel Good About yellow banner is your shortcut to great-tasting products with no artificial colors, flavors, or preservatives.",NA,NA,02452,Wegmans,Produce
79001255,Organic Bananas, Fresh Fruits,$1.58 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e2951a0b-bc93-4d98-a18e-eb7f27e380b0.jpeg",USDA Organic.,NA,NA,02452,Wegmans,Produce
79123586,Driscoll's Raspberries, Fresh Fruits,$5.79 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ecdd2a8c-957e-4865-b44a-d6e9585f01cb.jpeg",Only the Finest Berries. Product of USA.www.driscolls.com.,NA,NA,02452,Wegmans,Produce
78960637,Lemon, Fresh Fruits,$0.79 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_640d7e30-a42a-4d37-86d4-5e5700632fd9.jpeg","Choose lemons with firm, thin, smooth skin, heavy for size.",NA,NA,02452,Wegmans,Produce
79020062,Red Seedless Grapes, Fresh Fruits,$4.81 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d51ab276-45b6-4b6c-9122-0870fbbd46c8.jpeg",Produce of USA.,NA,NA,02452,Wegmans,Produce
79020433,Green Seedless Grapes, Fresh Fruits,$6.96 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_fbb07c4f-3597-440d-b021-72668a1713e1.jpeg","Selection: Look for grapes that are plump, full-colored and firmly attached to their stems.","Pork, Beer, Salt, Spices, Natural Lemon Flavor",NA,02452,Wegmans,Produce
78957591,Organic Blueberries Package, Fresh Fruits,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_810ea494-cf0f-4bee-b162-0dc5949bf35f.jpeg",USDA Organic.,NA,NA,02452,Wegmans,Produce
79011914,Honeycrisp Apple, Fresh Fruits,$2.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_10fff9e2-e73e-40c5-8d37-0f294fefa5ab.jpeg","Introduced in 1991 in Minnesota, this popular apple is sweet and very crisp. Try it: Great out-of-hand-snacking, holds up well to cooking and baking, too. Season: September - October.",Organic Sweet Paprika.,NA,02452,Wegmans,Produce
78963754,Pink Lady (Cripps) Apple, Fresh Fruits,$1.54 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_fa025c45-cc84-4e9a-b650-b49af8c19f9f.jpeg","Flavor Profile:  Sweet and tart with champagne-fizzy taste crisp texture.  How to use:  Good for snacks and cooking.  Pink blush color.  Flesh doesn't brown quickly, so it's great in salads.  Season:  November to July.",Star Anise Whole,NA,02452,Wegmans,Produce
104421766,Blueberries Package, Fresh Fruits,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_03719184-c3ff-43fe-98f7-75e6f2f0918f.jpeg",Premium. Product of U.S.A.,NA,NA,02452,Wegmans,Produce
83265445,Organic Raspberries, Fresh Fruits,$5.19 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_48572048-3ca7-4693-80dc-fee1a93ea8f2.jpeg",Only the Finest Berries. USDA organic. Certified organic by CCOF. www.driscolls.com. Product of USA.,NA,NA,02452,Wegmans,Produce
95777381,Strawberries Package, Fresh Fruits,$5.19 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e72df31f-6282-444b-92bb-5a2a6de45529.jpeg",Only the Finest Berries.Product of USA.,NA,NA,02452,Wegmans,Produce
111527071,Avocado Bag, Fresh Fruits,$4.59 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d2916dda-8a19-4dc1-a8c7-8d41cfed5452.jpeg","www.mcdanielavocado.com. McDaniel fruit company, Fallbrook, California. Growers, Packers, Shipper. Produce of Mex, Chile, Peru, USA.",NA,NA,02452,Wegmans,Produce
103147478,Mandarin Oranges, Fresh Fruits,$5.79 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_be51a8c3-ab35-4a99-9aae-e5b5b9283e78.jpeg",Taste: Sweetest of all tangerines. These seedless tangerines are a close relative of the mandarine orange.,NA,NA,02452,Wegmans,Produce
307790065,Cantaloupe Melon, Fresh Fruits,$3.49 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a3cf0a57-689a-4dff-bf99-000653778d34.jpeg","Named for a castle in Italy, the true cantaloupe is a European melon that is not exported.  American ""cantaloupes"" are actually muskmelons.  The pale orange flesh is extremely juicy and sweet.  Selection:  Choose ""lopes"" that are heavy for their size, with fruity aroma, and thick, well-raised netting over straw-colored rind.  The blossom end should give to gentle pressure.",NA,NA,02452,Wegmans,Produce
79041177,Strawberries Package, Fresh Fruits,$9.19 each,"https://d2d8wwwkmhfcva.cloudfront.net/750x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8d99770e-7ee8-4419-b079-1b6bf685fd6a.jpeg",Only the Finest Berries.  Product of USA.,NA,NA,02452,Wegmans,Produce
